Imputation,Mechanism,Model,Metric,Fold,Value,SE,CI_Lower,CI_Upper
MIDA,mcar,XGBoost,C-index (CV),9,0.92,,,
MIDA,mcar,XGBoost,C-index (CV),10,0.8390243902439024,,,
MIDA,mcar,XGBoost,C-index (Test),Test,0.9248366013071896,,,
MIDA,mcar,GradientBoosting,C-index (CV),1,0.8583333333333333,,,
MIDA,mcar,GradientBoosting,C-index (CV),2,0.6968503937007874,,,
MIDA,mcar,GradientBoosting,C-index (CV),3,0.8287037037037037,,,
MIDA,mcar,GradientBoosting,C-index (CV),4,0.7471264367816092,,,
MIDA,mcar,GradientBoosting,C-index (CV),5,0.3548387096774194,,,
MIDA,mcar,GradientBoosting,C-index (CV),6,0.8543689320388349,,,
MIDA,mcar,GradientBoosting,C-index (CV),7,0.3649193548387097,,,
MIDA,mcar,GradientBoosting,C-index (CV),8,0.6840659340659341,,,
MIDA,mcar,GradientBoosting,C-index (CV),9,0.9,,,
MIDA,mcar,GradientBoosting,C-index (CV),10,0.6951219512195121,,,
MIDA,mcar,GradientBoosting,C-index (Test),Test,0.923202614379085,,,
MIDA,mcar,GradientBoosting,IBS (Test),Test,0.0751339141982611,,,
MIDA,mcar,DeepSurv,C-index (CV),1,0.8666666666666667,,,
MIDA,mcar,DeepSurv,C-index (CV),2,0.468503937007874,,,
MIDA,mcar,DeepSurv,C-index (CV),3,0.4351851851851852,,,
MIDA,mcar,DeepSurv,C-index (CV),4,0.7758620689655172,,,
MIDA,mcar,DeepSurv,C-index (CV),5,0.6989247311827957,,,
MIDA,mcar,DeepSurv,C-index (CV),6,0.8883495145631068,,,
MIDA,mcar,DeepSurv,C-index (CV),7,0.5120967741935484,,,
MIDA,mcar,DeepSurv,C-index (CV),8,0.5659340659340659,,,
MIDA,mcar,DeepSurv,C-index (CV),9,0.88,,,
MIDA,mcar,DeepSurv,C-index (CV),10,0.8341463414634146,,,
MIDA,mcar,DeepSurv,C-index (Test),Test,0.9248366013071896,,,
GAIN,mar,RSF,C-index (CV),1,0.6266666666666667,,,
GAIN,mar,RSF,C-index (CV),2,0.9488188976377953,,,
GAIN,mar,RSF,C-index (CV),3,0.9398148148148148,,,
GAIN,mar,RSF,C-index (CV),4,0.8850574712643678,,,
GAIN,mar,RSF,C-index (CV),5,0.8422939068100358,,,
GAIN,mar,RSF,C-index (CV),6,0.9029126213592233,,,
GAIN,mar,RSF,C-index (CV),7,0.8508064516129032,,,
GAIN,mar,RSF,C-index (CV),8,0.8846153846153846,,,
GAIN,mar,RSF,C-index (CV),9,0.6666666666666666,,,
GAIN,mar,RSF,C-index (CV),10,0.9560975609756097,,,
GAIN,mar,RSF,C-index (Test),Test,0.8856209150326797,,,
GAIN,mar,RSF,IBS (Test),Test,0.058319977273879386,,,
GAIN,mar,XGBoost,C-index (CV),1,0.6633333333333333,,,
GAIN,mar,XGBoost,C-index (CV),2,0.8976377952755905,,,
GAIN,mar,XGBoost,C-index (CV),3,0.9305555555555556,,,
GAIN,mar,XGBoost,C-index (CV),4,0.8850574712643678,,,
GAIN,mar,XGBoost,C-index (CV),5,0.6451612903225806,,,
GAIN,mar,XGBoost,C-index (CV),6,0.8980582524271845,,,
GAIN,mar,XGBoost,C-index (CV),7,0.8548387096774194,,,
GAIN,mar,XGBoost,C-index (CV),8,0.6923076923076923,,,
GAIN,mar,XGBoost,C-index (CV),9,0.7933333333333333,,,
GAIN,mar,XGBoost,C-index (CV),10,0.9902439024390244,,,
GAIN,mar,XGBoost,C-index (Test),Test,0.7450980392156863,,,
GAIN,mar,GradientBoosting,C-index (CV),1,0.7633333333333333,,,
GAIN,mar,GradientBoosting,C-index (CV),2,0.8937007874015748,,,
GAIN,mar,GradientBoosting,C-index (CV),3,0.9699074074074074,,,
GAIN,mar,GradientBoosting,C-index (CV),4,0.9022988505747126,,,
GAIN,mar,GradientBoosting,C-index (CV),5,0.7741935483870968,,,
GAIN,mar,GradientBoosting,C-index (CV),6,0.9150485436893204,,,
GAIN,mar,GradientBoosting,C-index (CV),7,0.9032258064516129,,,
GAIN,mar,GradientBoosting,C-index (CV),8,0.8434065934065934,,,
GAIN,mar,GradientBoosting,C-index (CV),9,0.7566666666666667,,,
GAIN,mar,GradientBoosting,C-index (CV),10,0.9414634146341463,,,
GAIN,mar,GradientBoosting,C-index (Test),Test,0.8398692810457516,,,
GAIN,mar,GradientBoosting,IBS (Test),Test,0.05226745834185798,,,
GAIN,mar,DeepSurv,C-index (CV),1,0.8266666666666667,,,
GAIN,mar,DeepSurv,C-index (CV),2,0.7874015748031497,,,
GAIN,mar,DeepSurv,C-index (CV),3,0.6064814814814815,,,
GAIN,mar,DeepSurv,C-index (CV),4,0.8620689655172413,,,
GAIN,mar,DeepSurv,C-index (CV),5,0.4874551971326165,,,
GAIN,mar,DeepSurv,C-index (CV),6,0.8349514563106796,,,
GAIN,mar,DeepSurv,C-index (CV),7,0.4798387096774194,,,
GAIN,mar,DeepSurv,C-index (CV),8,0.6483516483516484,,,
GAIN,mar,DeepSurv,C-index (CV),9,0.6533333333333333,,,
GAIN,mar,DeepSurv,C-index (CV),10,0.8048780487804879,,,
GAIN,mar,DeepSurv,C-index (Test),Test,0.8366013071895425,,,
GAIN,full,RSF,C-index (CV),1,0.8051948051948052,,,
GAIN,full,RSF,C-index (CV),2,0.900990099009901,,,
GAIN,full,RSF,C-index (CV),3,0.9467455621301775,,,
GAIN,full,RSF,C-index (CV),4,0.6914893617021277,,,
GAIN,full,RSF,C-index (CV),5,0.7818181818181819,,,
GAIN,full,RSF,C-index (CV),6,0.8409090909090909,,,
GAIN,full,RSF,C-index (CV),7,0.9238095238095239,,,
GAIN,full,RSF,C-index (CV),8,0.9141104294478528,,,
GAIN,full,RSF,C-index (CV),9,0.703125,,,
GAIN,full,RSF,C-index (CV),10,0.678082191780822,,,
GAIN,full,RSF,C-index (Test),Test,0.7540983606557377,,,
GAIN,full,RSF,IBS (Test),Test,0.10449330771352336,,,
GAIN,full,XGBoost,C-index (CV),1,0.6883116883116883,,,
GAIN,full,XGBoost,C-index (CV),2,0.8415841584158416,,,
GAIN,full,XGBoost,C-index (CV),3,0.9881656804733728,,,
GAIN,full,XGBoost,C-index (CV),4,0.574468085106383,,,
GAIN,full,XGBoost,C-index (CV),5,0.6636363636363637,,,
GAIN,full,XGBoost,C-index (CV),6,0.7196969696969697,,,
GAIN,full,XGBoost,C-index (CV),7,0.7142857142857143,,,
GAIN,full,XGBoost,C-index (CV),8,0.7484662576687117,,,
GAIN,full,XGBoost,C-index (CV),9,0.6953125,,,
GAIN,full,XGBoost,C-index (CV),10,0.726027397260274,,,
GAIN,full,XGBoost,C-index (Test),Test,0.4262295081967213,,,
GAIN,full,GradientBoosting,C-index (CV),1,0.9090909090909091,,,
GAIN,full,GradientBoosting,C-index (CV),2,0.8712871287128713,,,
GAIN,full,GradientBoosting,C-index (CV),3,0.9230769230769231,,,
GAIN,full,GradientBoosting,C-index (CV),4,0.6702127659574468,,,
GAIN,full,GradientBoosting,C-index (CV),5,0.7454545454545455,,,
GAIN,full,GradientBoosting,C-index (CV),6,0.8181818181818182,,,
GAIN,full,GradientBoosting,C-index (CV),7,0.8238095238095238,,,
GAIN,full,GradientBoosting,C-index (CV),8,0.8251533742331288,,,
GAIN,full,GradientBoosting,C-index (CV),9,0.6796875,,,
GAIN,full,GradientBoosting,C-index (CV),10,0.6986301369863014,,,
GAIN,full,GradientBoosting,C-index (Test),Test,0.7704918032786885,,,
GAIN,full,GradientBoosting,IBS (Test),Test,0.12370164940180811,,,
GAIN,full,DeepSurv,C-index (CV),1,0.8051948051948052,,,
GAIN,full,DeepSurv,C-index (CV),2,0.8811881188118812,,,
GAIN,full,DeepSurv,C-index (CV),3,0.7633136094674556,,,
GAIN,full,DeepSurv,C-index (CV),4,0.9042553191489362,,,
GAIN,full,DeepSurv,C-index (CV),5,0.6363636363636364,,,
GAIN,full,DeepSurv,C-index (CV),6,0.8484848484848485,,,
GAIN,full,DeepSurv,C-index (CV),7,0.7619047619047619,,,
GAIN,full,DeepSurv,C-index (CV),8,0.7239263803680982,,,
GAIN,full,DeepSurv,C-index (CV),9,0.5703125,,,
GAIN,full,DeepSurv,C-index (CV),10,0.6506849315068494,,,
GAIN,full,DeepSurv,C-index (Test),Test,0.7540983606557377,,,
missForest,mcar,RSF,C-index (CV),1,0.9066666666666666,,,
missForest,mcar,RSF,C-index (CV),2,0.7795275590551181,,,
missForest,mcar,RSF,C-index (CV),3,0.6851851851851852,,,
missForest,mcar,RSF,C-index (CV),4,0.6666666666666666,,,
missForest,mcar,RSF,C-index (CV),5,0.6379928315412187,,,
missForest,mcar,RSF,C-index (CV),6,0.6310679611650486,,,
missForest,mcar,RSF,C-index (CV),7,0.6774193548387096,,,
missForest,mcar,RSF,C-index (CV),8,0.7967032967032966,,,
missForest,mcar,RSF,C-index (CV),9,0.72,,,
missForest,mcar,RSF,C-index (CV),10,0.3170731707317073,,,
missForest,mcar,RSF,C-index (Test),Test,0.7549019607843137,,,
missForest,mcar,RSF,IBS (Test),Test,0.07419622874780459,,,
missForest,mcar,XGBoost,C-index (CV),1,0.9433333333333334,,,
missForest,mcar,XGBoost,C-index (CV),2,0.7401574803149606,,,
missForest,mcar,XGBoost,C-index (CV),3,0.5509259259259259,,,
missForest,mcar,XGBoost,C-index (CV),4,0.632183908045977,,,
missForest,mcar,XGBoost,C-index (CV),5,0.5663082437275986,,,
missForest,mcar,XGBoost,C-index (CV),6,0.6553398058252428,,,
missForest,mcar,XGBoost,C-index (CV),7,0.7258064516129032,,,
missForest,mcar,XGBoost,C-index (CV),8,0.8076923076923077,,,
missForest,mcar,XGBoost,C-index (CV),9,0.6733333333333333,,,
missForest,mcar,XGBoost,C-index (CV),10,0.35121951219512193,,,
missForest,mcar,XGBoost,C-index (Test),Test,0.7516339869281046,,,
missForest,mcar,GradientBoosting,C-index (CV),1,0.785,,,
missForest,mcar,GradientBoosting,C-index (CV),2,0.7007874015748031,,,
missForest,mcar,GradientBoosting,C-index (CV),3,0.8125,,,
missForest,mcar,GradientBoosting,C-index (CV),4,0.5201149425287356,,,
missForest,mcar,GradientBoosting,C-index (CV),5,0.5555555555555556,,,
missForest,mcar,GradientBoosting,C-index (CV),6,0.6796116504854369,,,
missForest,mcar,GradientBoosting,C-index (CV),7,0.49193548387096775,,,
missForest,mcar,GradientBoosting,C-index (CV),8,0.7637362637362637,,,
missForest,mcar,GradientBoosting,C-index (CV),9,0.78,,,
missForest,mcar,GradientBoosting,C-index (CV),10,0.37073170731707317,,,
missForest,mcar,GradientBoosting,C-index (Test),Test,0.7516339869281046,,,
missForest,mcar,GradientBoosting,IBS (Test),Test,0.08194246775628106,,,
missForest,mcar,DeepSurv,C-index (CV),1,0.9066666666666666,,,
missForest,mcar,DeepSurv,C-index (CV),2,0.8385826771653543,,,
missForest,mcar,DeepSurv,C-index (CV),3,0.7222222222222222,,,
missForest,mcar,DeepSurv,C-index (CV),4,0.6839080459770115,,,
missForest,mcar,DeepSurv,C-index (CV),5,0.7060931899641577,,,
missForest,mcar,DeepSurv,C-index (CV),6,0.5533980582524272,,,
missForest,mcar,DeepSurv,C-index (CV),7,0.8548387096774194,,,
missForest,mcar,DeepSurv,C-index (CV),8,0.9505494505494505,,,
missForest,mcar,DeepSurv,C-index (CV),9,0.6,,,
missForest,mcar,DeepSurv,C-index (CV),10,0.8,,,
missForest,mcar,DeepSurv,C-index (Test),Test,0.5522875816993464,,,
GAIN,mnar,RSF,C-index (CV),1,0.9133333333333333,,,
GAIN,mnar,RSF,C-index (CV),2,0.905511811023622,,,
GAIN,mnar,RSF,C-index (CV),3,0.8194444444444444,,,
GAIN,mnar,RSF,C-index (CV),4,0.7988505747126436,,,
GAIN,mnar,RSF,C-index (CV),5,0.6702508960573477,,,
GAIN,mnar,RSF,C-index (CV),6,0.7087378640776699,,,
GAIN,mnar,RSF,C-index (CV),7,0.782258064516129,,,
GAIN,mnar,RSF,C-index (CV),8,0.9175824175824175,,,
GAIN,mnar,RSF,C-index (CV),9,0.9466666666666667,,,
GAIN,mnar,RSF,C-index (CV),10,0.9219512195121952,,,
GAIN,mnar,RSF,C-index (Test),Test,0.9215686274509803,,,
GAIN,mnar,RSF,IBS (Test),Test,0.05621354082927205,,,
GAIN,mnar,XGBoost,C-index (CV),1,0.8566666666666667,,,
GAIN,mnar,XGBoost,C-index (CV),2,0.9409448818897638,,,
GAIN,mnar,XGBoost,C-index (CV),3,0.7638888888888888,,,
GAIN,mnar,XGBoost,C-index (CV),4,0.764367816091954,,,
GAIN,mnar,XGBoost,C-index (CV),5,0.7096774193548387,,,
GAIN,mnar,XGBoost,C-index (CV),6,0.8009708737864077,,,
GAIN,mnar,XGBoost,C-index (CV),7,0.8508064516129032,,,
GAIN,mnar,XGBoost,C-index (CV),8,0.9725274725274725,,,
GAIN,mnar,XGBoost,C-index (CV),9,0.86,,,
GAIN,mnar,XGBoost,C-index (CV),10,0.8341463414634146,,,
GAIN,mnar,XGBoost,C-index (Test),Test,0.8790849673202614,,,
GAIN,mnar,GradientBoosting,C-index (CV),1,0.95,,,
GAIN,mnar,GradientBoosting,C-index (CV),2,0.9350393700787402,,,
GAIN,mnar,GradientBoosting,C-index (CV),3,0.8541666666666666,,,
GAIN,mnar,GradientBoosting,C-index (CV),4,0.8649425287356322,,,
GAIN,mnar,GradientBoosting,C-index (CV),5,0.7329749103942652,,,
GAIN,mnar,GradientBoosting,C-index (CV),6,0.6990291262135923,,,
GAIN,mnar,GradientBoosting,C-index (CV),7,0.8770161290322581,,,
GAIN,mnar,GradientBoosting,C-index (CV),8,0.967032967032967,,,
GAIN,mnar,GradientBoosting,C-index (CV),9,0.96,,,
GAIN,mnar,GradientBoosting,C-index (CV),10,0.9243902439024391,,,
GAIN,mnar,GradientBoosting,C-index (Test),Test,0.9215686274509803,,,
GAIN,mnar,GradientBoosting,IBS (Test),Test,0.045927291480236825,,,
GAIN,mnar,DeepSurv,C-index (CV),1,0.6266666666666667,,,
GAIN,mnar,DeepSurv,C-index (CV),2,0.6456692913385826,,,
GAIN,mnar,DeepSurv,C-index (CV),3,0.7037037037037037,,,
GAIN,mnar,DeepSurv,C-index (CV),4,0.6896551724137931,,,
GAIN,mnar,DeepSurv,C-index (CV),5,0.5519713261648745,,,
GAIN,mnar,DeepSurv,C-index (CV),6,0.6893203883495146,,,
GAIN,mnar,DeepSurv,C-index (CV),7,0.7379032258064516,,,
GAIN,mnar,DeepSurv,C-index (CV),8,0.7307692307692307,,,
GAIN,mnar,DeepSurv,C-index (CV),9,0.8466666666666667,,,
GAIN,mnar,DeepSurv,C-index (CV),10,0.7609756097560976,,,
GAIN,mnar,DeepSurv,C-index (Test),Test,0.6274509803921569,,,
missForest,mar,RSF,C-index (CV),1,0.74,,,
missForest,mar,RSF,C-index (CV),2,0.49606299212598426,,,
missForest,mar,RSF,C-index (CV),3,0.5277777777777778,,,
missForest,mar,RSF,C-index (CV),4,0.5747126436781609,,,
missForest,mar,RSF,C-index (CV),5,0.5985663082437276,,,
missForest,mar,RSF,C-index (CV),6,0.7621359223300971,,,
missForest,mar,RSF,C-index (CV),7,0.32661290322580644,,,
missForest,mar,RSF,C-index (CV),8,0.5439560439560439,,,
missForest,mar,RSF,C-index (CV),9,0.6666666666666666,,,
missForest,mar,RSF,C-index (CV),10,0.5804878048780487,,,
missForest,mar,RSF,C-index (Test),Test,0.6862745098039216,,,
missForest,mar,RSF,IBS (Test),Test,0.07876732133852654,,,
missForest,mar,XGBoost,C-index (CV),1,0.7933333333333333,,,
missForest,mar,XGBoost,C-index (CV),2,0.6456692913385826,,,
missForest,mar,XGBoost,C-index (CV),3,0.6898148148148148,,,
missForest,mar,XGBoost,C-index (CV),4,0.47126436781609193,,,
missForest,mar,XGBoost,C-index (CV),5,0.6379928315412187,,,
missForest,mar,XGBoost,C-index (CV),6,0.6504854368932039,,,
missForest,mar,XGBoost,C-index (CV),7,0.5161290322580645,,,
missForest,mar,XGBoost,C-index (CV),8,0.6153846153846154,,,
missForest,mar,XGBoost,C-index (CV),9,0.78,,,
missForest,mar,XGBoost,C-index (CV),10,0.8536585365853658,,,
missForest,mar,XGBoost,C-index (Test),Test,0.6535947712418301,,,
missForest,mar,GradientBoosting,C-index (CV),1,0.8133333333333334,,,
missForest,mar,GradientBoosting,C-index (CV),2,0.7322834645669292,,,
missForest,mar,GradientBoosting,C-index (CV),3,0.5694444444444444,,,
missForest,mar,GradientBoosting,C-index (CV),4,0.5229885057471264,,,
missForest,mar,GradientBoosting,C-index (CV),5,0.6344086021505376,,,
missForest,mar,GradientBoosting,C-index (CV),6,0.6092233009708737,,,
missForest,mar,GradientBoosting,C-index (CV),7,0.4899193548387097,,,
missForest,mar,GradientBoosting,C-index (CV),8,0.728021978021978,,,
missForest,mar,GradientBoosting,C-index (CV),9,0.5233333333333333,,,
missForest,mar,GradientBoosting,C-index (CV),10,0.5609756097560976,,,
missForest,mar,GradientBoosting,C-index (Test),Test,0.4803921568627451,,,
missForest,mar,GradientBoosting,IBS (Test),Test,0.0786653155489067,,,
missForest,mar,DeepSurv,C-index (CV),1,0.6366666666666667,,,
missForest,mar,DeepSurv,C-index (CV),2,0.452755905511811,,,
missForest,mar,DeepSurv,C-index (CV),3,0.38425925925925924,,,
missForest,mar,DeepSurv,C-index (CV),4,0.4885057471264368,,,
missForest,mar,DeepSurv,C-index (CV),5,0.6845878136200717,,,
missForest,mar,DeepSurv,C-index (CV),6,0.6116504854368932,,,
missForest,mar,DeepSurv,C-index (CV),7,0.5,,,
missForest,mar,DeepSurv,C-index (CV),8,0.37362637362637363,,,
missForest,mar,DeepSurv,C-index (CV),9,0.6466666666666666,,,
missForest,mar,DeepSurv,C-index (CV),10,0.5560975609756098,,,
missForest,mar,DeepSurv,C-index (Test),Test,0.4738562091503268,,,
MIDA,full,RSF,C-index (CV),1,0.7922077922077922,,,
MIDA,full,RSF,C-index (CV),2,0.8910891089108911,,,
MIDA,full,RSF,C-index (CV),3,0.9289940828402367,,,
MIDA,full,RSF,C-index (CV),4,0.6595744680851063,,,
MIDA,full,RSF,C-index (CV),5,0.7909090909090909,,,
MIDA,full,RSF,C-index (CV),6,0.8863636363636364,,,
MIDA,full,RSF,C-index (CV),7,0.9238095238095239,,,
MIDA,full,RSF,C-index (CV),8,0.9141104294478528,,,
MIDA,full,RSF,C-index (CV),9,0.7265625,,,
MIDA,full,RSF,C-index (CV),10,0.5958904109589042,,,
MIDA,full,RSF,C-index (Test),Test,0.7158469945355191,,,
MIDA,full,RSF,IBS (Test),Test,0.10585870765264513,,,
MIDA,full,XGBoost,C-index (CV),1,0.6753246753246753,,,
MIDA,full,XGBoost,C-index (CV),2,0.8118811881188119,,,
MIDA,full,XGBoost,C-index (CV),3,0.9763313609467456,,,
MIDA,full,XGBoost,C-index (CV),4,0.5957446808510638,,,
MIDA,full,XGBoost,C-index (CV),5,0.6727272727272727,,,
MIDA,full,XGBoost,C-index (CV),6,0.7613636363636364,,,
MIDA,full,XGBoost,C-index (CV),7,0.6476190476190476,,,
MIDA,full,XGBoost,C-index (CV),8,0.8650306748466258,,,
MIDA,full,XGBoost,C-index (CV),9,0.6796875,,,
MIDA,full,XGBoost,C-index (CV),10,0.7671232876712328,,,
MIDA,full,XGBoost,C-index (Test),Test,0.644808743169399,,,
MIDA,full,GradientBoosting,C-index (CV),1,0.8181818181818182,,,
MIDA,full,GradientBoosting,C-index (CV),2,0.8118811881188119,,,
MIDA,full,GradientBoosting,C-index (CV),3,0.9585798816568047,,,
MIDA,full,GradientBoosting,C-index (CV),4,0.5797872340425532,,,
MIDA,full,GradientBoosting,C-index (CV),5,0.6681818181818182,,,
MIDA,full,GradientBoosting,C-index (CV),6,0.865530303030303,,,
MIDA,full,GradientBoosting,C-index (CV),7,0.7714285714285715,,,
MIDA,full,GradientBoosting,C-index (CV),8,0.7300613496932515,,,
MIDA,full,GradientBoosting,C-index (CV),9,0.59765625,,,
MIDA,full,GradientBoosting,C-index (CV),10,0.6027397260273972,,,
MIDA,full,GradientBoosting,C-index (Test),Test,0.76775956284153,,,
MIDA,full,GradientBoosting,IBS (Test),Test,0.13080734507471312,,,
MIDA,full,DeepSurv,C-index (CV),1,0.8311688311688312,,,
MIDA,full,DeepSurv,C-index (CV),2,0.8910891089108911,,,
MIDA,full,DeepSurv,C-index (CV),3,0.7988165680473372,,,
MIDA,full,DeepSurv,C-index (CV),4,0.7553191489361702,,,
MIDA,full,DeepSurv,C-index (CV),5,0.7,,,
MIDA,full,DeepSurv,C-index (CV),6,0.8674242424242424,,,
MIDA,full,DeepSurv,C-index (CV),7,0.8666666666666667,,,
MIDA,full,DeepSurv,C-index (CV),8,0.8957055214723927,,,
MIDA,full,DeepSurv,C-index (CV),9,0.5703125,,,
MIDA,full,DeepSurv,C-index (CV),10,0.636986301369863,,,
MIDA,full,DeepSurv,C-index (Test),Test,0.7158469945355191,,,
missForest,mnar,RSF,C-index (CV),1,0.7933333333333333,,,
missForest,mnar,RSF,C-index (CV),2,0.6299212598425197,,,
missForest,mnar,RSF,C-index (CV),3,0.3472222222222222,,,
missForest,mnar,RSF,C-index (CV),4,0.603448275862069,,,
missForest,mnar,RSF,C-index (CV),5,0.5842293906810035,,,
missForest,mnar,RSF,C-index (CV),6,0.7184466019417476,,,
missForest,mnar,RSF,C-index (CV),7,0.7862903225806451,,,
missForest,mnar,RSF,C-index (CV),8,0.7472527472527473,,,
missForest,mnar,RSF,C-index (CV),9,0.6,,,
missForest,mnar,RSF,C-index (CV),10,0.6292682926829268,,,
missForest,mnar,RSF,C-index (Test),Test,0.6993464052287581,,,
missForest,mnar,RSF,IBS (Test),Test,0.06728369550897789,,,
missForest,mnar,XGBoost,C-index (CV),1,0.7766666666666666,,,
missForest,mnar,XGBoost,C-index (CV),2,0.6456692913385826,,,
missForest,mnar,XGBoost,C-index (CV),3,0.4074074074074074,,,
missForest,mnar,XGBoost,C-index (CV),4,0.47701149425287354,,,
missForest,mnar,XGBoost,C-index (CV),5,0.5770609318996416,,,
missForest,mnar,XGBoost,C-index (CV),6,0.7038834951456311,,,
missForest,mnar,XGBoost,C-index (CV),7,0.8870967741935484,,,
missForest,mnar,XGBoost,C-index (CV),8,0.8241758241758241,,,
missForest,mnar,XGBoost,C-index (CV),9,0.6066666666666667,,,
missForest,mnar,XGBoost,C-index (CV),10,0.4926829268292683,,,
missForest,mnar,XGBoost,C-index (Test),Test,0.761437908496732,,,
missForest,mnar,GradientBoosting,C-index (CV),1,0.7966666666666666,,,
missForest,mnar,GradientBoosting,C-index (CV),2,0.6220472440944882,,,
missForest,mnar,GradientBoosting,C-index (CV),3,0.38425925925925924,,,
missForest,mnar,GradientBoosting,C-index (CV),4,0.5258620689655172,,,
missForest,mnar,GradientBoosting,C-index (CV),5,0.6021505376344086,,,
missForest,mnar,GradientBoosting,C-index (CV),6,0.6747572815533981,,,
missForest,mnar,GradientBoosting,C-index (CV),7,0.7903225806451613,,,
missForest,mnar,GradientBoosting,C-index (CV),8,0.771978021978022,,,
missForest,mnar,GradientBoosting,C-index (CV),9,0.63,,,
missForest,mnar,GradientBoosting,C-index (CV),10,0.6853658536585366,,,
missForest,mnar,GradientBoosting,C-index (Test),Test,0.5555555555555556,,,
missForest,mnar,GradientBoosting,IBS (Test),Test,0.0752300617315807,,,
missForest,mnar,DeepSurv,C-index (CV),1,0.6866666666666666,,,
missForest,mnar,DeepSurv,C-index (CV),2,0.5196850393700787,,,
missForest,mnar,DeepSurv,C-index (CV),3,0.5925925925925926,,,
missForest,mnar,DeepSurv,C-index (CV),4,0.6781609195402298,,,
missForest,mnar,DeepSurv,C-index (CV),5,0.6953405017921147,,,
missForest,mnar,DeepSurv,C-index (CV),6,0.5922330097087378,,,
missForest,mnar,DeepSurv,C-index (CV),7,0.8185483870967742,,,
missForest,mnar,DeepSurv,C-index (CV),8,0.7857142857142857,,,
missForest,mnar,DeepSurv,C-index (CV),9,0.35333333333333333,,,
missForest,mnar,DeepSurv,C-index (CV),10,0.8829268292682927,,,
missForest,mnar,DeepSurv,C-index (Test),Test,0.6699346405228758,,,
GAIN,mcar,RSF,C-index (CV),1,0.8466666666666667,,,
GAIN,mcar,RSF,C-index (CV),2,0.8740157480314961,,,
GAIN,mcar,RSF,C-index (CV),3,0.9212962962962963,,,
GAIN,mcar,RSF,C-index (CV),4,0.7413793103448276,,,
GAIN,mcar,RSF,C-index (CV),5,0.8458781362007168,,,
GAIN,mcar,RSF,C-index (CV),6,0.9077669902912622,,,
GAIN,mcar,RSF,C-index (CV),7,0.6370967741935484,,,
GAIN,mcar,RSF,C-index (CV),8,0.8791208791208791,,,
GAIN,mcar,RSF,C-index (CV),9,0.8866666666666667,,,
GAIN,mcar,RSF,C-index (CV),10,0.8634146341463415,,,
GAIN,mcar,RSF,C-index (Test),Test,0.7647058823529411,,,
GAIN,mcar,RSF,IBS (Test),Test,0.0643835857516381,,,
GAIN,mcar,XGBoost,C-index (CV),1,0.91,,,
GAIN,mcar,XGBoost,C-index (CV),2,0.9763779527559056,,,
GAIN,mcar,XGBoost,C-index (CV),3,0.9212962962962963,,,
GAIN,mcar,XGBoost,C-index (CV),4,0.6494252873563219,,,
GAIN,mcar,XGBoost,C-index (CV),5,0.910394265232975,,,
GAIN,mcar,XGBoost,C-index (CV),6,0.9563106796116505,,,
GAIN,mcar,XGBoost,C-index (CV),7,0.7661290322580645,,,
GAIN,mcar,XGBoost,C-index (CV),8,0.8241758241758241,,,
GAIN,mcar,XGBoost,C-index (CV),9,0.9,,,
GAIN,mcar,XGBoost,C-index (CV),10,0.9121951219512195,,,
GAIN,mcar,XGBoost,C-index (Test),Test,0.8333333333333334,,,
GAIN,mcar,GradientBoosting,C-index (CV),1,0.8916666666666667,,,
GAIN,mcar,GradientBoosting,C-index (CV),2,0.9448818897637795,,,
GAIN,mcar,GradientBoosting,C-index (CV),3,0.9513888888888888,,,
GAIN,mcar,GradientBoosting,C-index (CV),4,0.7586206896551724,,,
GAIN,mcar,GradientBoosting,C-index (CV),5,0.899641577060932,,,
GAIN,mcar,GradientBoosting,C-index (CV),6,0.7985436893203883,,,
GAIN,mcar,GradientBoosting,C-index (CV),7,0.5625,,,
GAIN,mcar,GradientBoosting,C-index (CV),8,0.8763736263736264,,,
GAIN,mcar,GradientBoosting,C-index (CV),9,0.8833333333333333,,,
GAIN,mcar,GradientBoosting,C-index (CV),10,0.9365853658536586,,,
GAIN,mcar,GradientBoosting,C-index (Test),Test,0.815359477124183,,,
GAIN,mcar,GradientBoosting,IBS (Test),Test,0.12147546792676678,,,
GAIN,mcar,DeepSurv,C-index (CV),1,0.78,,,
GAIN,mcar,DeepSurv,C-index (CV),2,0.6929133858267716,,,
GAIN,mcar,DeepSurv,C-index (CV),3,0.6018518518518519,,,
GAIN,mcar,DeepSurv,C-index (CV),4,0.7011494252873564,,,
GAIN,mcar,DeepSurv,C-index (CV),5,0.7813620071684588,,,
GAIN,mcar,DeepSurv,C-index (CV),6,0.8640776699029126,,,
GAIN,mcar,DeepSurv,C-index (CV),7,0.6975806451612904,,,
GAIN,mcar,DeepSurv,C-index (CV),8,0.9615384615384616,,,
GAIN,mcar,DeepSurv,C-index (CV),9,0.6533333333333333,,,
GAIN,mcar,DeepSurv,C-index (CV),10,0.7951219512195122,,,
GAIN,mcar,DeepSurv,C-index (Test),Test,0.803921568627451,,,
MIDA,mnar,RSF,C-index (CV),1,0.8833333333333333,,,
MIDA,mnar,RSF,C-index (CV),2,0.9173228346456693,,,
MIDA,mnar,RSF,C-index (CV),3,0.5694444444444444,,,
MIDA,mnar,RSF,C-index (CV),4,0.8505747126436781,,,
MIDA,mnar,RSF,C-index (CV),5,0.6702508960573477,,,
